iata_code,latitude,longitude
ZQS,53.01189,-131.95533
ZQW,49.209525,7.400647
ZQZ,40.7392,114.931
ZRH,47.45264,8.5605
ZRJ,52.9436,-91.3128
ZRM,-1.87423,138.75441
ZSA,24.06328,-74.52397
ZSE,-21.320039,55.423581
ZSJ,53.07,-93.33
ZSS,4.93093,-6.13196
ZST,55.933334,-129.983333
ZSW,54.33095,-130.28179
ZTB,50.6744,-59.3836
ZTH,37.75085,20.88425
ZTM,55.87,-92.08
ZTR,50.27069,28.73886
ZTS,49.9207,-126.65309
ZTU,41.5622,46.6672
ZUC,49.4297,-91.7178
ZUD,-41.9,-73.8
ZUH,22.0064,113.376
ZUM,53.561944,-64.106389
ZVA,-19.56428,45.45138
ZWL,58.12,-103.2
ZXT,40.49683,49.97286
ZYI,27.59076,106.99825
ZYL,24.95,91.87
ZZO,50.66821,142.76115
ZZU,-11.45,34.02
ZZV,39.95,-81.88
ZZZ,14.13518,93.36731
